"이름","전투력","협투력","속성","버스트","기업","무기","클래스","돌파","코강","호감도","스킬1","스킬2","버스트스킬","우코(%)","공증(%)","장탄(%)","크확(%)","크댐(%)","명중(%)","차댐(%)","차속(%)","방어(%)","소장품","큐브","큐브_레벨","머리_티어","머리_레벨","머리_옵1","머리_옵1값","머리_옵2","머리_옵2값","머리_옵3","머리_옵3값","몸통_티어","몸통_레벨","몸통_옵1","몸통_옵1값","몸통_옵2","몸통_옵2값","몸통_옵3","몸통_옵3값","장갑_티어","장갑_레벨","장갑_옵1","장갑_옵1값","장갑_옵2","장갑_옵2값","장갑_옵3","장갑_옵3값","다리_티어","다리_레벨","다리_옵1","다리_옵1값","다리_옵2","다리_옵2값","다리_옵3","다리_옵3값","콘솔_공용","콘솔_화력형","콘솔_방어형","콘솔_지원형","콘솔_엘리시온","콘솔_미실리스","콘솔_테트라","콘솔_필그림","콘솔_어브노멀"
"프리카","667074","52087","수냉","버스트2","테트라","SR","지원형","3","0","30","10","10","10","23.56","23.62","0.00","5.71","16.44","0.00","11.81","5.00","23.62","SR 15","렐릭 베어 큐브","15","10","5","우코","23.56","크댐","16.44","","","10","0","크확","5.71","차댐","11.81","","","10","2","방어","11.81","공증","11.81","","","10","0","공증","11.81","차속","4.92","방어","11.81","370","225","224","224","227","227","228","263","220"
"델타 : 닌자 시프","550606","25839","수냉","버스트2","엘리시온","MG","방어형","3","2","30","10","4","4","23.56","23.62","0.00","5.71","32.88","11.81","0.00","0.00","11.81","R 0","","","10","0","크댐","16.44","","","","","10","0","명중","11.81","","","크확","5.71","10","0","공증","11.81","방어","11.81","","","10","0","크댐","16.44","공증","11.81","우코","23.56","370","225","224","224","227","227","228","263","220"
"아이기스","272273","8258","철갑","버스트2","어브노멀","SMG","지원형","2","0","10","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"브리드","401484","9783","수냉","버스트3","엘리시온","AR","화력형","3","7","11","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"노아","630362","35340","풍압","버스트2","필그림","RL","방어형","3","7","40","4","4","4","23.56","23.62","68.93","5.71","0.00","0.00","23.62","0.00","11.81","SR 5","","","10","0","차댐","11.81","장탄","68.93","","","10","0","우코","23.56","방어","11.81","","","10","0","공증","11.81","","","","","10","0","차댐","11.81","크확","5.71","공증","11.81","370","225","224","224","227","227","228","263","220"
"릴리","273251","9009","풍압","버스트2","어브노멀","SMG","지원형","2","0","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"헬름","721976","53192","수냉","버스트3","엘리시온","SR","화력형","3","7","30","10","10","10","47.12","20.80","0.00","2.30","0.00","0.00","0.00","12.00","11.81","애장품 ★★★","렐릭 베어 큐브","15","10","5","차속","3.75","공증","10.40","","","10","3","크확","2.30","공증","10.40","차속","4.92","10","3","차속","3.16","우코","23.56","","","10","0","우코","23.56","방어","11.81","","","370","225","224","224","227","227","228","263","220"
"프로덕트 23","246216","7823","풍압","버스트2","미실리스","SG","지원형","0","0","1","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","370","225","224","224","227","227","228","263","220"
"에이드 : 에이전트 바니","677550","47148","철갑","버스트2","테트라","SR","지원형","3","5","30","10","10","10","47.12","11.81","0.00","0.00","32.88","0.00","0.00","5.00","23.62","SR 15","","","10","5","우코","23.56","","","방어","11.81","10","1","방어","11.81","","","","","10","3","우코","23.56","크댐","16.44","","","10","0","차속","4.92","공증","11.81","크댐","16.44","370","225","224","224","227","227","228","263","220"
"율하","425203","11596","작열","버스트3","테트라","SR","화력형","3","7","30","4","5","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"메이든 : 아이스 로즈","623338","44357","전격","버스트3","엘리시온","RL","방어형","3","0","30","10","10","10","81.60","30.50","44.28","0.00","0.00","0.00","11.11","3.00","0.00","SR 15","","","10","5","차속","2.57","","","우코","20.75","10","1","공증","8.29","우코","22.15","장탄","44.28","10","3","차댐","11.11","우코","20.75","공증","10.40","10","0","우코","17.95","","","공증","11.81","370","225","224","224","227","227","228","263","220"
"차임","455894","15213","철갑","버스트2","필그림","SMG","지원형","3","7","40","1","1","1","23.56","11.81","0.00","0.00","0.00","0.00","0.00","0.00","11.81","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","10","0","우코","23.56","방어","11.81","공증","11.81","370","225","224","224","227","227","228","263","220"
"브래디","696957","49125","수냉","버스트3","테트라","SR","화력형","3","7","30","10","10","10","91.42","0.00","68.93","4.69","0.00","0.00","9.70","4.00","0.00","SR 15","","","10","5","우코","23.56","크확","4.69","차댐","9.70","10","5","장탄","68.93","우코","23.56","","","10","5","우코","22.15","","","","","10","0","우코","22.15","차속","4.04","","","370","225","224","224","227","227","228","263","220"
"레이븐","618164","43874","철갑","버스트3","어브노멀","RL","화력형","3","0","30","10","10","10","81.60","16.58","85.37","3.66","0.00","6.88","0.00","0.00","0.00","SR 15","","","10","5","공증","6.18","우코","22.15","","","10","1","명중","6.88","공증","10.40","우코","20.75","10","3","크확","3.66","우코","19.35","","","10","0","장탄","85.37","우코","19.35","","","370","225","224","224","227","227","228","263","220"
"이브","616685","36088","철갑","버스트3","어브노멀","AR","화력형","3","0","30","10","10","10","87.21","4.77","0.00","4.35","0.00","6.88","25.74","0.00","0.00","SR 5","","","10","4","명중","6.88","우코","19.35","","","10","0","차댐","11.11","우코","22.15","크확","4.35","10","0","우코","20.75","","","","","10","0","우코","24.96","차댐","14.63","공증","4.77","370","225","224","224","227","227","228","263","220"
"메이든","398469","10595","전격","버스트3","엘리시온","SG","화력형","3","7","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"홍련","617080","40743","전격","버스트3","필그림","AR","화력형","3","2","40","10","4","10","87.20","11.81","80.34","3.66","0.00","0.00","0.00","3.00","4.77","SR 5","","","10","5","우코","22.15","공증","11.81","장탄","44.28","10","5","방어","4.77","","","우코","22.15","10","5","차속","3.16","우코","22.15","장탄","36.06","10","4","우코","20.75","크확","3.66","","","370","225","224","224","227","227","228","263","220"
"iDoll 썬","248759","7846","철갑","버스트3","테트라","AR","지원형","0","0","1","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","370","225","224","224","227","227","228","263","220"
"신데렐라","719093","53911","전격","버스트3","필그림","RL","방어형","3","4","40","10","10","10","84.40","31.22","125.54","3.66","12.52","0.00","0.00","0.00","8.29","SR 15","","","10","5","우코","22.15","장탄","85.37","방어","8.29","10","5","우코","20.75","공증","9.00","장탄","40.17","10","5","우코","19.35","크댐","12.52","공증","13.93","10","5","크확","3.66","공증","8.29","우코","22.15","370","225","224","224","227","227","228","263","220"
"벨로타","285198","8403","전격","버스트2","테트라","RL","화력형","2","0","10","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"아스카 : WILLE","557940","40763","풍압","버스트3","어브노멀","MG","화력형","3","0","30","10","7","7","83.00","9.70","0.00","0.00","12.52","0.00","4.77","6.00","0.00","SR 15","","","10","5","크댐","12.52","차속","2.57","우코","20.75","10","1","우코","20.75","차속","3.16","","","10","3","우코","19.35","차댐","4.77","","","10","0","우코","22.15","공증","9.70","","","370","225","224","224","227","227","228","263","220"
"네베","284232","8467","수냉","버스트3","테트라","SG","화력형","2","0","12","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"사쿠라","383450","9914","작열","버스트1","테트라","SR","지원형","3","7","16","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"노벨","375204","9537","철갑","버스트2","테트라","SMG","방어형","3","6","11","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"타키나","487450","22472","철갑","버스트2","어브노멀","SR","지원형","0","0","10","7","10","10","23.56","11.81","68.93","0.00","0.00","11.81","0.00","5.00","0.00","R 0","","","10","0","공증","11.81","","","","","10","0","장탄","68.93","","","","","10","0","명중","11.81","차속","4.92","","","10","0","우코","23.56","","","","","370","225","224","224","227","227","228","263","220"
"D : 킬러 와이프","645503","35673","작열","버스트1","엘리시온","SR","지원형","3","7","30","10","10","10","70.68","0.00","137.86","0.00","0.00","0.00","11.81","0.00","0.00","SR 5","","","10","0","장탄","68.93","","","","","10","0","우코","23.56","장탄","68.93","","","10","0","우코","23.56","차댐","11.81","","","10","0","우코","23.56","","","","","370","225","224","224","227","227","228","263","220"
"프리바티","703201","46801","수냉","버스트3","엘리시온","AR","화력형","3","7","30","10","10","4","0.00","0.00","206.79","0.00","0.00","23.62","11.81","0.00","11.81","애장품 ★★★","렐릭 베어 큐브","15","10","0","방어","11.81","장탄","68.93","차댐","11.81","10","0","장탄","68.93","","","","","10","0","장탄","68.93","","","명중","11.81","10","0","명중","11.81","","","","","370","225","224","224","227","227","228","263","220"
"아르카나","716103","47303","전격","버스트2","엘리시온","RL","지원형","3","7","30","10","10","10","0.00","11.81","0.00","5.71","32.88","0.00","11.81","5.00","23.62","SR 15","","","10","5","방어","11.81","","","","","10","1","크댐","16.44","","","크확","5.71","10","3","차댐","11.81","방어","11.81","","","10","0","차속","4.92","크댐","16.44","공증","11.81","370","225","224","224","227","227","228","263","220"
"아크레인저 블랙","690930","51681","풍압","버스트3","테트라","AR","화력형","3","1","30","10","7","10","90.02","11.11","0.00","2.98","37.56","0.00","11.81","0.00","0.00","SR 15","렐릭 베어 큐브","15","10","5","우코","19.35","","","","","10","0","크확","2.98","우코","29.16","크댐","6.64","10","3","우코","23.56","차댐","11.81","크댐","16.44","10","0","우코","17.95","크댐","14.48","공증","11.11","370","225","224","224","227","227","228","263","220"
"트로니","388023","9772","작열","버스트3","미실리스","SR","화력형","3","7","12","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"미란다","582137","38783","작열","버스트1","엘리시온","SMG","지원형","3","3","30","7","10","10","23.56","0.00","68.93","0.00","16.44","11.81","11.81","0.00","0.00","애장품 ★★★","","","10","0","우코","23.56","크댐","16.44","","","10","0","명중","11.81","","","","","10","0","차댐","11.81","","","","","10","0","장탄","68.93","","","","","370","225","224","224","227","227","228","263","220"
"시그널","382186","9724","작열","버스트2","엘리시온","SMG","화력형","3","6","15","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"iDoll 오션","239958","7806","수냉","버스트1","테트라","SMG","지원형","0","0","1","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","370","225","224","224","227","227","228","263","220"
"리버렐리오","731278","55978","풍압","버스트3","필그림","SR","화력형","3","2","40","10","10","10","98.42","22.22","73.04","0.00","12.52","0.00","7.59","15.00","0.00","SR 15","","","10","5","우코","26.36","차속","6.09","크댐","12.52","10","5","우코","20.75","장탄","73.04","공증","9.70","10","5","공증","12.52","차속","4.63","우코","22.15","10","0","우코","29.16","차댐","7.59","차속","4.63","370","225","224","224","227","227","228","263","220"
"엑시아","455986","22885","전격","버스트1","테트라","SR","지원형","3","4","30","4","4","6","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","애장품 ★★★","택티컬 어설트 큐브","8","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"마르차나","433714","16890","철갑","버스트2","엘리시온","SG","지원형","3","7","30","4","4","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 6","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"에이드","400025","10138","풍압","버스트2","테트라","AR","지원형","3","7","20","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"미하라 : 본딩 체인","690526","52140","작열","버스트3","미실리스","MG","화력형","3","2","40","10","10","10","94.22","40.90","52.50","9.03","9.58","0.00","0.00","0.00","0.00","SR 15","","","10","5","크댐","9.58","우코","24.96","공증","10.40","10","5","공증","8.29","장탄","52.50","우코","22.15","10","5","우코","20.75","공증","11.81","크확","5.37","10","0","크확","3.66","우코","26.36","공증","10.40","370","225","224","224","227","227","228","263","220"
"앵커","278159","8984","풍압","버스트1","엘리시온","RL","방어형","2","0","27","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"유니","395141","10550","작열","버스트2","미실리스","RL","방어형","3","7","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"이사벨","737903","56619","전격","버스트3","필그림","SG","화력형","3","5","40","10","4","10","92.83","9.00","64.82","5.71","0.00","14.64","6.18","0.00","0.00","SR 15","택티컬 베어 큐브","15","10","5","명중","14.64","","","우코","26.36","10","5","우코","19.35","차댐","6.18","공증","9.00","10","3","우코","23.56","","","크확","5.71","10","1","우코","23.56","장탄","64.82","","","370","225","224","224","227","227","228","263","220"
"팬텀","679492","28100","수냉","버스트3","엘리시온","AR","화력형","3","6","30","7","7","7","23.56","0.00","0.00","0.00","0.00","23.62","35.43","0.00","23.62","애장품 ★☆☆","","","10","0","차댐","11.81","","","방어","11.81","10","0","차댐","11.81","방어","11.81","","","10","0","명중","11.81","","","차댐","11.81","10","0","명중","11.81","우코","23.56","","","370","225","224","224","227","227","228","263","220"
"람","267131","8983","풍압","버스트1","어브노멀","SR","방어형","2","0","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"그레이브","582652","38501","작열","버스트2","필그림","AR","지원형","3","4","40","10","7","10","42.65","11.81","0.00","0.00","0.00","0.00","7.59","3.00","6.88","SR 15","","","10","0","차속","3.16","우코","13.75","","","10","0","우코","13.75","차댐","7.59","방어","6.88","10","0","공증","11.81","","","","","10","0","우코","15.15","","","","","370","225","224","224","227","227","228","263","220"
"파스칼","282026","9043","철갑","버스트1","어브노멀","RL","지원형","2","0","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"디젤","442179","21070","풍압","버스트2","엘리시온","MG","방어형","3","7","30","4","4","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","애장품 ★★★","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"센티","660260","41368","철갑","버스트2","미실리스","RL","방어형","3","7","30","7","7","4","23.56","0.00","137.86","0.00","16.44","23.62","0.00","0.00","23.62","애장품 ★★★","","","10","0","우코","23.56","장탄","68.93","명중","11.81","10","0","방어","11.81","","","","","10","0","명중","11.81","","","","","10","0","크댐","16.44","방어","11.81","장탄","68.93","370","225","224","224","227","227","228","263","220"
"마리","459174","26787","전격","버스트2","어브노멀","SR","지원형","0","0","10","1","1","1","0.00","11.81","68.93","5.71","0.00","0.00","35.43","0.00","11.81","SR 5","","","10","0","차댐","11.81","장탄","68.93","","","10","0","공증","11.81","크확","5.71","차댐","11.81","10","0","방어","11.81","","","","","10","0","차댐","11.81","","","","","370","225","224","224","227","227","228","263","220"
"사쿠라","273251","9009","수냉","버스트1","어브노멀","SMG","지원형","2","0","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"프림","392582","18910","철갑","버스트1","테트라","SR","지원형","3","4","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","애장품 ★★★","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"마나","634158","35200","풍압","버스트3","미실리스","AR","화력형","3","7","30","7","7","7","62.26","5.47","36.06","2.98","24.06","18.69","0.00","0.00","0.00","SR 5","","","10","5","공증","5.47","크확","2.98","크댐","15.46","10","0","우코","20.75","장탄","36.06","명중","6.88","10","0","명중","11.81","우코","23.56","","","10","0","우코","17.95","크댐","8.60","","","370","225","224","224","227","227","228","263","220"
"티아","635660","38238","철갑","버스트1","미실리스","RL","방어형","3","7","30","10","5","4","23.56","11.81","137.86","0.00","16.44","11.81","0.00","5.00","11.81","R 5","","","10","3","명중","11.81","크댐","16.44","장탄","68.93","10","3","장탄","68.93","","","방어","11.81","10","2","우코","23.56","","","","","10","4","공증","11.81","차속","4.92","","","370","225","224","224","227","227","228","263","220"
"애드미","384568","10521","풍압","버스트2","미실리스","SR","지원형","3","7","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"N102","292152","8541","수냉","버스트1","미실리스","RL","지원형","2","0","15","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"베이","677725","42483","작열","버스트2","테트라","RL","방어형","3","7","30","7","7","7","23.56","11.81","0.00","17.13","0.00","0.00","11.81","5.00","11.81","애장품 ★★★","","","10","0","크확","5.71","차댐","11.81","","","10","0","크확","5.71","","","","","10","0","우코","23.56","공증","11.81","크확","5.71","10","0","차속","4.92","방어","11.81","","","370","225","224","224","227","227","228","263","220"
"앨리스 : 원더랜드 바니","447940","14591","수냉","버스트1","테트라","SMG","지원형","3","6","30","4","4","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","택티컬 베어 큐브","15","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"플로라","614718","41946","전격","버스트2","미실리스","MG","지원형","3","7","30","7","7","7","0.00","0.00","68.93","5.71","32.88","0.00","11.81","5.00","0.00","애장품 ★★★","","","10","5","크확","5.71","","","크댐","16.44","10","1","크댐","16.44","","","","","10","3","차댐","11.81","","","","","10","0","차속","4.92","장탄","68.93","","","370","225","224","224","227","227","228","263","220"
"페퍼","430472","11509","풍압","버스트1","미실리스","SG","지원형","3","7","30","4","4","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"사쿠라 : 블룸 인 서머","591277","36350","풍압","버스트3","테트라","AR","화력형","3","0","30","7","8","8","99.83","19.40","80.34","0.00","0.00","0.00","0.00","0.00","0.00","SR 5","","","10","5","공증","9.00","우코","20.75","","","10","0","우코","27.76","","","장탄","36.06","10","5","공증","10.40","우코","26.36","장탄","44.28","10","0","우코","24.96","","","","","370","225","224","224","227","227","228","263","220"
"루드밀라","387627","10314","수냉","버스트1","테트라","SMG","방어형","3","5","22","1","2","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"하란","404141","11504","전격","버스트3","필그림","SR","화력형","3","7","40","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"스노우 화이트 : 이노센트 데이즈","487652","15608","철갑","버스트3","필그림","AR","화력형","3","7","25","4","4","4","23.56","0.00","68.93","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","10","0","장탄","68.93","우코","23.56","","","9","2","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"렘","441985","16930","수냉","버스트2","어브노멀","MG","지원형","3","0","30","4","4","4","0.00","0.00","68.93","5.71","0.00","11.81","11.81","0.00","0.00","R 0","","","10","0","명중","11.81","","","크확","5.71","10","0","장탄","68.93","","","차댐","11.81","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"iDoll 플라워","244982","7830","풍압","버스트1","테트라","RL","방어형","0","0","1","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","0","0","","","","","","","370","225","224","224","227","227","228","263","220"
"라플라스 : 얼티밋 히어로","351892","8824","풍압","버스트3","미실리스","RL","화력형","3","0","18","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"아인","671147","46999","전격","버스트3","미실리스","SR","화력형","3","7","30","10","10","10","85.80","18.70","52.50","5.28","0.00","0.00","0.00","0.00","4.77","SR 15","","","10","5","장탄","52.50","","","우코","22.15","10","4","크확","2.30","우코","20.75","","","10","5","우코","22.15","방어","4.77","공증","7.59","10","0","공증","11.11","우코","20.75","크확","2.98","370","225","224","224","227","227","228","263","220"
"신데렐라 : 크리스탈 웨이브","743233","57523","철갑","버스트3","필그림","MG","화력형","3","3","40","10","10","10","104.03","40.20","73.04","0.00","43.44","0.00","0.00","0.00","0.00","SR 15","","","10","5","우코","23.56","크댐","14.48","공증","11.81","10","5","공증","9.70","우코","22.15","크댐","14.48","10","5","우코","29.16","공증","8.29","크댐","14.48","10","5","공증","10.40","우코","29.16","장탄","73.04","370","225","224","224","227","227","228","263","220"
"퀀시 : 이스케이프 퀸","728274","46066","수냉","버스트3","미실리스","SMG","화력형","3","7","30","10","10","10","58.05","19.40","125.53","3.66","22.10","10.40","0.00","0.00","0.00","SR 5","렐릭 베어 큐브","15","10","5","우코","16.55","장탄","68.93","크확","3.66","10","0","우코","22.15","명중","10.40","","","10","3","장탄","56.60","공증","9.00","크댐","10.56","10","0","우코","19.35","공증","10.40","크댐","11.54","370","225","224","224","227","227","228","263","220"
"네온","279480","8467","작열","버스트1","엘리시온","SG","지원형","2","0","13","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"엠마 : 택티컬 업","572514","32811","작열","버스트1","엘리시온","MG","지원형","3","6","30","7","7","7","0.00","0.00","68.93","5.71","0.00","23.62","11.81","0.00","11.81","R 5","","","10","0","명중","11.81","","","","","10","0","방어","11.81","크확","5.71","","","10","0","장탄","68.93","","","명중","11.81","10","0","차댐","11.81","","","","","370","225","224","224","227","227","228","263","220"
"아리아","388559","10569","수냉","버스트2","테트라","MG","화력형","3","7","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"폴리","393450","10544","수냉","버스트2","엘리시온","SG","방어형","3","7","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"크로우","368586","9354","작열","버스트3","미실리스","SMG","방어형","3","5","11","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"아니스","289285","9116","철갑","버스트2","테트라","RL","방어형","2","0","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"슈가","634686","43474","철갑","버스트3","테트라","SG","화력형","3","5","30","7","7","7","23.56","11.81","0.00","0.00","32.88","0.00","11.81","0.00","0.00","애장품 ★★☆","택티컬 베어 큐브","15","10","0","우코","23.56","","","","","10","0","공증","11.81","","","","","10","0","크댐","16.44","","","","","10","0","차댐","11.81","크댐","16.44","","","370","225","224","224","227","227","228","263","220"
"나가","661584","44139","전격","버스트2","미실리스","SG","지원형","3","7","30","10","10","10","23.56","0.00","68.93","17.13","0.00","0.00","0.00","0.00","7.59","SR 15","","","10","5","크확","5.71","","","","","10","2","방어","7.59","","","","","10","2","장탄","68.93","크확","5.71","","","10","1","우코","23.56","크확","5.71","","","370","225","224","224","227","227","228","263","220"
"네온 : 블루 오션","340367","9260","수냉","버스트3","엘리시온","MG","화력형","3","0","30","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","R 0","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","9","0","","","","","","","370","225","224","224","227","227","228","263","220"
"토브","723377","52733","수냉","버스트1","미실리스","AR","지원형","3","7","30","10","10","10","47.12","0.00","109.10","4.35","10.56","7.59","11.81","0.00","0.00","애장품 ★★★","택티컬 베어 큐브","15","10","5","크댐","10.56","","","크확","4.35","10","5","명중","7.59","","","장탄","40.17","10","5","장탄","68.93","우코","23.56","","","10","0","우코","23.56","차댐","11.81","","","370","225","224","224","227","227","228","263","220"
"퀸(마코토)","561580","40305","작열","버스트3","어브노멀","SG","화력형","0","0","10","9","9","9","81.60","16.58","0.00","3.32","0.00","6.88","0.00","5.00","0.00","SR 15","","","10","5","차속","4.63","우코","19.35","","","10","1","우코","20.75","명중","6.88","공증","6.18","10","3","우코","22.15","","","공증","10.40","10","0","크확","3.32","우코","19.35","","","370","225","224","224","227","227","228","263","220"
